integrated_index,integrated_user_id,integrated_time_of_day,integrated_category_id,integrated_rating
4840,382,0,18031,4.7
4841,954,2,13332,1.7
4842,1000,2,18050,2.1
4843,126,0,13236,2.7
4844,165,1,11069,4.1
4845,777,2,17098,4.7
4846,797,2,17089,5.0
4847,909,1,11172,3.5
4848,176,3,13002,4.2
4849,481,2,19023,3.2
4850,464,1,13022,3.0
4851,76,0,18037,2.5
4852,663,3,15011,1.4
4853,596,1,11073,1.7
4854,689,0,10027,3.0
4855,466,2,13139,2.4
4856,58,0,11073,3.1
4857,1,2,15022,4.3
4858,953,2,19048,2.2
4859,971,3,17115,1.8
4860,732,0,11128,2.3
4861,640,0,11056,3.3
4862,154,0,13335,4.4
4863,211,0,15049,2.6
4864,418,1,13012,1.2
4865,527,3,13135,3.7
4866,365,2,13225,2.1
4867,782,2,13382,3.4
4868,917,1,13344,4.5
4869,976,3,13312,3.4
4870,354,1,11049,4.1
4871,132,3,18020,4.6
4872,811,3,18070,3.0
4873,198,1,10035,4.7
4874,710,1,13074,3.5
4875,636,3,18001,1.2
4876,341,1,18006,4.9
4877,984,3,13070,2.3
4878,361,0,13203,1.9
4879,82,3,13198,3.0
4880,608,3,13040,1.2
4881,348,3,17095,3.5
4882,942,3,13388,1.9
4883,796,2,13031,2.3
4884,366,0,10053,4.7
4885,105,3,13218,1.5
4886,684,0,18007,1.9
4887,634,1,17116,4.8
4888,79,3,19046,4.8
4889,398,2,19046,1.9
4890,458,3,13001,1.3
4891,504,2,11179,4.5
4892,378,3,11033,1.1
4893,649,3,13360,3.1
4894,501,1,17006,3.5
4895,966,3,13096,4.4
4896,779,3,13288,2.7
4897,916,0,13127,4.8
4898,619,1,17086,3.9
4899,91,1,13324,1.6
4900,480,0,17110,3.1
4901,288,3,13134,1.3
4902,508,3,13021,4.5
4903,188,0,11113,3.5
4904,858,1,18068,1.0
4905,815,0,11165,2.3
4906,822,0,11089,1.8
4907,59,2,13063,4.8
4908,30,1,11099,1.2
4909,82,0,13136,2.7
4910,626,3,17129,3.5
4911,171,1,11036,1.5
4912,229,3,18007,2.9
4913,682,0,13010,1.7
4914,756,2,11049,2.2
4915,456,2,11110,2.5
4916,388,2,11014,2.5
4917,345,3,19015,4.8
4918,869,3,13311,2.2
4919,606,3,18040,3.5
4920,695,3,13007,1.2
4921,887,1,11150,3.6
4922,528,1,18014,1.6
4923,827,2,19008,4.3
4924,428,1,15005,5.0
4925,472,3,13272,2.4
4926,708,2,13286,2.1
4927,275,1,18001,3.0
4928,464,1,18051,3.8
4929,84,0,17111,3.0
4930,475,1,13199,2.5
4931,92,0,13020,1.7
4932,316,1,15019,4.7
4933,86,2,18025,1.3
4934,366,2,17131,2.4
4935,655,2,19056,3.2
4936,707,3,18033,3.2
4937,760,1,13219,2.8
4938,764,2,13195,4.2
4939,554,1,10043,4.9
4940,856,1,10053,1.7
4941,322,0,13030,2.7
4942,398,1,18064,1.1
4943,572,0,19017,4.6
4944,693,2,11087,3.8
4945,6,0,13355,4.4
4946,10,0,10052,3.0
4947,327,0,17072,3.0
4948,937,3,13327,3.1
4949,128,2,15028,1.8
4950,918,0,19013,1.2
4951,734,0,11069,1.5
4952,897,3,17024,2.4
4953,883,3,10013,1.6
4954,350,2,17002,4.2
4955,39,0,19049,2.3
4956,726,0,13001,4.3
4957,32,0,13066,1.3
4958,819,0,11149,3.5
4959,301,2,11035,4.3
4960,711,2,11078,3.3
4961,254,3,13143,1.3
4962,174,1,19014,2.4
4963,92,1,18046,4.3
4964,969,2,17076,4.9
4965,762,0,19028,3.6
4966,752,0,17012,4.6
4967,181,2,15045,4.2
4968,88,1,14006,2.4
4969,400,0,11047,4.5
4970,122,0,17113,2.3
4971,564,2,11147,4.2
4972,257,2,11040,4.7
4973,495,1,13037,1.2
4974,785,2,17139,2.1
4975,802,0,11178,1.1
4976,4,3,13234,4.9
4977,515,2,11055,1.5
4978,826,0,13018,2.9
4979,745,2,13138,4.9
4980,793,1,18008,2.7
4981,838,2,13273,3.8
4982,952,2,13360,3.3
4983,922,1,17095,1.9
4984,300,0,11026,1.2
4985,126,3,15014,1.2
4986,437,3,17046,1.6
4987,62,0,18041,1.5
4988,967,0,10032,1.9
4989,749,0,13136,3.3
4990,173,0,11120,3.7
4991,66,2,11112,3.1
4992,561,0,10031,1.3
4993,857,3,17086,3.6
4994,49,2,10012,2.0
4995,224,1,18016,3.9
4996,556,0,13328,3.3
4997,353,0,18061,4.5
4998,662,1,11031,4.5
4999,147,3,15022,1.7
5000,60,0,15041,4.4
5001,365,0,19029,2.9
5002,257,3,11016,2.2
5003,52,0,11017,1.9
5004,238,0,17033,2.6
5005,290,0,13027,3.6
5006,463,2,13335,4.8
5007,780,2,15023,4.6
5008,911,2,11052,2.5
5009,788,2,17046,4.2
5010,783,3,18003,1.8
5011,545,3,19019,1.2
5012,815,3,11096,4.4
5013,218,1,17036,1.0
5014,767,1,13207,1.6
5015,49,3,17008,1.0
5016,74,1,17074,1.7
5017,648,0,15005,1.7
5018,781,1,18016,2.4
5019,8,1,13217,2.1
5020,583,1,17129,2.0
5021,835,0,17078,4.3
5022,689,1,18021,4.7
5023,659,0,10010,1.4
5024,208,3,15024,2.6
5025,800,3,14015,2.7
5026,590,1,18001,3.9
5027,203,1,13036,2.3
5028,928,2,17077,1.6
5029,541,1,13030,3.3
5030,585,0,11084,1.2
5031,28,1,18063,4.6
5032,812,3,17044,2.8
5033,408,1,13097,1.7
5034,363,0,17026,4.1
5035,895,1,17067,1.7
5036,728,0,13194,3.2
5037,90,3,13323,4.3
5038,753,0,11113,4.4
5039,433,2,17030,2.9
5040,449,1,15037,4.5
5041,100,3,15015,1.9
5042,480,0,13350,1.6
5043,544,0,11159,3.7
5044,628,0,11038,2.9
5045,848,0,13332,1.1
5046,257,3,13309,3.7
5047,974,0,11083,3.7
5048,623,1,17019,2.6
5049,479,3,11109,2.2
5050,26,3,17069,1.4
5051,926,0,17023,2.3
5052,635,0,14001,3.2
5053,959,1,11094,4.9
5054,179,1,11174,4.2
5055,237,2,13036,2.5
5056,479,2,17116,4.5
5057,272,3,11088,1.9
5058,469,2,13342,4.8
5059,225,0,17039,3.4
5060,700,2,13305,2.1
5061,622,1,11083,4.7
5062,150,3,13341,3.9
5063,338,0,18008,1.5
5064,698,0,11096,1.6
5065,807,2,13054,4.2
5066,168,2,18056,3.5
5067,260,2,13195,3.4
5068,70,3,13310,3.9
5069,908,2,17136,3.3
5070,454,3,15016,1.1
5071,797,3,15025,2.7
5072,581,1,13338,2.1
5073,75,0,13127,4.7
5074,197,3,13025,1.2
5075,530,0,13199,2.2
5076,839,3,11113,1.3
5077,508,2,13222,4.5
5078,663,2,17046,1.2
5079,320,3,13036,1.7
5080,693,3,10027,1.4
5081,812,1,15051,1.7
5082,452,0,17033,4.5
5083,455,2,19037,4.6
5084,154,2,13016,2.6
5085,691,1,13210,1.6
5086,272,0,13026,3.9
5087,254,0,13006,4.7
5088,690,0,15015,4.7
5089,331,0,13360,2.2
5090,674,0,15014,1.8
5091,697,0,18003,2.0
5092,1000,2,13347,2.5
5093,522,3,17001,2.7
5094,882,2,10025,2.7
5095,18,0,17051,3.8
5096,343,3,15054,2.0
5097,31,3,13136,4.2
5098,89,2,11019,4.3
5099,319,2,11149,3.0
5100,773,2,17061,2.0
5101,514,0,15051,2.6
5102,65,1,11071,3.1
5103,189,2,17041,4.4
5104,703,0,19021,2.6
5105,495,2,17002,3.1
5106,884,3,13323,3.2
5107,803,2,18067,1.7
5108,542,2,15019,3.4
5109,335,3,13294,3.8
5110,134,1,13099,4.3
5111,301,3,11102,1.8
5112,3,3,17047,1.1
5113,540,0,17128,3.8
5114,913,3,11090,2.2
5115,74,0,13005,4.4
5116,490,3,17069,4.2
5117,146,3,19056,2.4
5118,479,2,13303,1.1
5119,905,3,13052,3.2
5120,511,2,13036,2.2
5121,75,2,15039,3.8
5122,901,3,17097,1.6
5123,732,2,11071,2.6
5124,485,3,17068,3.7
5125,218,1,19030,1.7
5126,524,3,13217,4.4
5127,354,0,13053,1.9
5128,288,3,13235,4.2
5129,396,1,11057,2.4
5130,391,0,18042,2.6
5131,659,0,17086,4.4
5132,264,2,13274,2.5
5133,80,0,15054,2.3
5134,144,3,11032,2.8
5135,131,3,13197,3.3
5136,103,1,11003,4.2
5137,189,3,11096,3.5
5138,94,2,11168,3.8
5139,906,3,13328,1.6
5140,696,3,15008,2.2
5141,166,1,13379,4.6
5142,482,3,11023,5.0
5143,658,3,11065,2.7
5144,608,2,17002,2.9
5145,577,2,17054,3.4
5146,956,1,18004,2.1
5147,682,1,19006,3.3
5148,699,0,17020,3.7
5149,410,3,13026,4.4
5150,242,1,11156,3.4
5151,831,0,13382,4.2
5152,256,1,10043,4.6
5153,420,3,17090,1.7
5154,47,3,13317,2.5
5155,241,0,10034,3.4
5156,44,1,13272,1.8
5157,653,3,19036,3.3
5158,44,3,13216,2.7
5159,8,3,10015,2.9
5160,189,3,13273,4.8
5161,137,2,17073,1.2
5162,660,2,15005,4.0
5163,555,2,10024,2.2
5164,331,0,13004,4.2
5165,24,2,11075,4.9
5166,385,0,13217,3.0
5167,665,1,13037,1.7
5168,257,0,13040,4.7
5169,580,0,13043,4.9
5170,14,3,14008,3.2
5171,863,3,13033,3.5
5172,893,1,15047,2.4
5173,555,2,11080,3.8
5174,904,0,11145,4.3
5175,208,1,13013,2.6
5176,328,2,13021,3.1
5177,300,2,17128,1.5
5178,948,1,13286,4.8
5179,667,2,19019,2.4
5180,920,1,10019,4.5
5181,842,2,17074,4.9
5182,938,1,10023,4.4
5183,632,2,11056,4.1
5184,977,0,13098,2.8
5185,728,1,18029,2.9
5186,835,2,17116,3.4
5187,571,2,18064,3.8
5188,527,2,11134,2.4
5189,398,2,13106,1.2
5190,10,1,19044,4.4
5191,197,0,17054,1.3
5192,515,3,18065,1.8
5193,462,0,15036,1.1
5194,826,3,13046,1.1
5195,935,1,18036,3.1
5196,949,1,18071,2.7
5197,329,1,11099,1.6
5198,932,1,19018,2.1
5199,223,1,13224,3.0
5200,328,0,11147,3.8
5201,409,1,17118,1.2
5202,71,2,13221,4.1
5203,786,0,13192,5.0
5204,411,0,11047,1.2
5205,621,2,11011,4.9
5206,850,3,11005,4.0
5207,591,2,11086,3.8
5208,733,3,11083,5.0
5209,235,3,13041,4.8
5210,521,2,19051,4.7
5211,582,2,11027,4.8
5212,825,1,19006,4.6
5213,434,1,18049,1.1
5214,742,0,15048,3.8
5215,897,2,19014,3.7
5216,33,3,10029,4.7
5217,701,1,11157,1.5
5218,802,2,11079,3.3
5219,283,1,18008,3.9
5220,462,2,13066,1.0
5221,865,0,15016,3.8
5222,340,0,17127,4.6
5223,727,2,13050,3.4
5224,211,0,11132,4.2
5225,988,3,11021,1.6
5226,835,0,19048,4.0
5227,670,1,15038,4.8
5228,435,1,15023,1.1
5229,367,1,18022,3.2
5230,139,3,17115,3.4
5231,559,2,13342,2.7
5232,304,3,18001,3.4
5233,462,0,13001,1.9
5234,994,2,13001,1.7
5235,675,1,13148,3.1
5236,856,0,13013,1.7
5237,724,2,18019,2.2
5238,302,1,13381,3.2
5239,176,3,11066,1.5
5240,279,1,11034,3.1
5241,382,2,13068,4.8
5242,953,2,17104,3.0
5243,231,1,15017,1.8
5244,92,0,18072,1.6
5245,480,1,13355,4.2
5246,78,2,15042,4.8
5247,532,2,13065,1.9
5248,639,0,19022,1.4
5249,110,2,15054,3.4
5250,403,1,17072,1.4
5251,270,2,17019,4.7
5252,266,1,11069,1.5
5253,691,0,13057,4.5
5254,835,1,18069,1.8
5255,678,2,11045,3.4
5256,238,3,17016,1.1
5257,273,2,19001,2.7
5258,353,3,18051,2.4
5259,22,1,19050,2.8
5260,267,3,17131,2.0
5261,492,1,17115,3.1
5262,385,3,15033,4.7
5263,219,3,18071,4.6
5264,394,3,11007,3.8
5265,646,1,13074,1.5
5266,941,1,17016,2.9
5267,44,0,11126,2.1
5268,516,3,11006,1.6
5269,662,3,17006,2.6
5270,826,1,11029,4.4
5271,678,3,11172,1.1
5272,795,1,11002,4.5
5273,599,2,17058,2.0
5274,677,3,11110,4.1
5275,925,0,13134,2.3
5276,4,1,13218,3.9
5277,517,3,17068,4.2
5278,164,3,11013,3.0
5279,563,1,10037,1.3
5280,19,1,15031,2.5
5281,334,2,13021,3.3
5282,130,3,18039,2.7
5283,377,2,10056,3.0
5284,33,0,14004,4.7
5285,269,2,11093,1.2
5286,522,2,13135,1.2
5287,324,3,13381,3.9
5288,920,0,17031,3.9
5289,134,2,13354,2.4
5290,504,1,11018,4.2
5291,506,3,11138,2.7
5292,272,3,13047,3.9
5293,384,3,11050,2.1
5294,347,3,17119,4.1
5295,33,1,14015,5.0
5296,284,3,19052,2.1
5297,341,2,17137,3.7
5298,680,2,18008,1.5
5299,438,0,13355,3.6
5300,918,0,10032,3.7
5301,382,3,19038,3.4
5302,484,3,17015,4.2
5303,444,1,10039,4.9
5304,192,1,13030,2.1
5305,976,0,15012,2.9
5306,611,2,11067,1.4
5307,529,1,15008,1.3
5308,886,0,11076,2.2
5309,819,0,11042,2.8
5310,909,0,17014,2.6
5311,601,2,13263,3.7
5312,270,1,13381,4.8
5313,101,0,11084,3.8
5314,481,1,17102,1.8
5315,803,0,13069,2.4
5316,769,2,13045,5.0
5317,487,1,13333,3.4
5318,949,2,13234,1.7
5319,545,0,15034,1.2
5320,778,2,11087,3.9
5321,73,0,17024,4.2
5322,92,2,19046,2.4
5323,701,3,15050,2.3
5324,238,1,11167,3.1
5325,167,0,13046,4.9
5326,143,2,10012,1.9
5327,3,1,15002,3.4
5328,595,1,13050,3.6
5329,206,3,13287,2.1
5330,957,1,11163,4.4
5331,810,3,13145,3.2
5332,74,2,13021,2.1
5333,923,3,11160,3.9
5334,776,3,17084,4.7
5335,593,1,11065,3.7
5336,609,1,13327,5.0
5337,584,3,13011,2.8
5338,77,3,11061,2.5
5339,333,1,18035,1.1
5340,654,3,15024,4.6
5341,489,1,13029,4.7
5342,245,2,14006,3.1
5343,678,1,11167,2.0
5344,238,1,18011,1.8
5345,881,2,11049,3.2
5346,693,0,17111,3.3
5347,774,0,11002,3.1
5348,620,0,15012,1.5
5349,412,2,17112,1.8
5350,958,0,13336,3.4
5351,738,2,15037,2.6
5352,130,3,13001,3.2
5353,147,2,18052,4.8
5354,308,3,13218,4.8
5355,360,3,13141,2.3
5356,492,3,11065,5.0
5357,64,2,13352,1.5
5358,122,3,13055,2.1
5359,350,1,10006,2.6
5360,739,2,19055,2.0
5361,221,3,13140,4.8
5362,252,3,11149,1.9
5363,424,3,13197,3.1
5364,995,0,10048,2.8
5365,592,0,11055,2.5
5366,263,2,17101,4.2
5367,912,0,11146,4.4
5368,617,2,19049,2.1
5369,845,0,10043,4.7
5370,713,2,17002,1.3
5371,221,3,13075,3.0
5372,905,3,10019,1.0
5373,272,2,13204,4.2
5374,141,0,13223,1.2
5375,647,1,13339,2.4
5376,306,2,15022,2.7
5377,268,0,13329,3.3
5378,153,2,17006,1.2
5379,311,3,13188,3.8
5380,687,3,13301,4.7
5381,332,1,18047,4.4
5382,459,2,13046,4.9
5383,48,0,18015,1.7
5384,739,1,17026,3.9
5385,976,0,10016,2.7
5386,503,0,13335,2.4
5387,590,2,17081,4.5
5388,651,2,19013,2.8
5389,641,2,13360,2.7
5390,637,2,11008,2.7
5391,968,0,11097,4.1
5392,165,0,11147,3.9
5393,505,1,13346,2.5
5394,282,2,13212,5.0
5395,220,3,13305,5.0
5396,660,0,18046,4.7
5397,386,3,18028,1.1
5398,759,3,10010,2.7
5399,996,2,18048,4.1
5400,429,0,11152,1.9
5401,395,0,17005,1.6
5402,396,3,19038,4.6
5403,348,2,11155,1.3
5404,760,0,17124,4.1
5405,827,3,19028,4.6
5406,907,1,11132,1.3
5407,285,0,11028,2.0
5408,218,3,17050,1.2
5409,253,3,15019,2.1
5410,947,0,11132,4.2
5411,682,1,11105,3.9
5412,302,2,18037,4.7
5413,26,1,19015,3.7
5414,731,0,19023,3.0
5415,544,2,10048,4.4
5416,104,1,11129,2.8
5417,959,1,11004,4.4
5418,749,2,11008,3.7
5419,473,2,19053,1.1
5420,46,2,11085,3.1
5421,851,0,10028,4.1
5422,729,1,17036,5.0
5423,312,2,13036,1.4
5424,128,0,13144,3.9
5425,32,3,13272,1.0
5426,292,0,13188,1.4
5427,72,1,19036,2.4
5428,105,0,19039,3.1
5429,337,3,13336,3.3
5430,315,1,13015,2.8
5431,901,2,13215,4.1
5432,284,0,10031,4.1
5433,804,2,17030,2.7
5434,888,3,11159,3.7
5435,423,0,11113,1.8
5436,228,2,19051,2.5
5437,131,2,10054,3.2
5438,735,3,13031,2.9
5439,320,2,13220,4.2
5440,196,0,13024,4.4
5441,693,3,17132,1.3
5442,641,2,13057,3.6
5443,778,2,13328,1.7
5444,967,0,13136,1.8
5445,240,0,11168,3.3
5446,479,1,18076,4.4
5447,866,2,17107,4.7
5448,318,1,18039,4.9
5449,585,3,17128,4.3
5450,12,3,13103,2.6
5451,842,0,17127,3.1
5452,338,2,11121,3.6
5453,281,2,11084,4.1
5454,706,0,11109,1.6
5455,268,3,11177,3.7
5456,226,2,15032,3.1
5457,348,0,17106,4.4
5458,820,0,17130,4.6
5459,46,1,10027,3.9
5460,408,1,18028,4.6
5461,102,0,18013,1.2
5462,706,0,13006,2.1
5463,55,2,15013,4.5
5464,905,2,13144,1.8
5465,194,2,18049,1.5
5466,142,1,11139,1.2
5467,534,1,10039,4.3
5468,816,2,11036,3.9
5469,991,1,19004,4.5
5470,854,0,17013,2.0
5471,699,0,11063,2.7
5472,1,1,11031,4.7
5473,471,0,19039,1.3
5474,628,0,17009,2.3
5475,411,3,13263,4.8
5476,870,2,18075,3.9
5477,237,0,13344,3.7
5478,771,3,18052,1.2
5479,385,3,13026,1.1
5480,517,0,17007,1.6
5481,640,2,13324,4.7
5482,44,0,11085,2.5
5483,363,0,18001,1.5
5484,537,1,11031,5.0
5485,26,2,17078,4.8
5486,247,2,13289,1.7
5487,214,2,17006,4.2
5488,628,0,17024,2.7
5489,273,0,11171,2.0
5490,647,3,17118,1.7
5491,617,3,15029,2.8
5492,264,1,13059,3.6
5493,949,0,11065,4.6
5494,711,0,18024,4.2
5495,359,1,11139,1.0
5496,379,3,15055,3.2
5497,195,0,13147,1.7
5498,809,1,19026,1.7
5499,525,2,13381,4.1
5500,800,0,11156,4.0
5501,219,1,15045,3.8
5502,645,2,18019,4.2
5503,448,0,11078,2.8
5504,725,2,17127,2.0
5505,141,0,11020,1.6
5506,83,1,13074,1.8
5507,190,0,17008,3.6
5508,60,0,13138,3.3
5509,229,3,11053,3.3
5510,589,3,17035,3.7
5511,583,1,11041,1.1
5512,142,1,13343,3.4
5513,536,1,13067,1.4
5514,751,1,10025,2.7
5515,521,0,13013,1.3
5516,335,0,15011,4.8
5517,296,2,13385,4.1
5518,208,0,13219,1.6
5519,324,0,13009,1.6
5520,87,2,13294,2.6
5521,626,0,13288,3.6
5522,633,1,17115,2.4
5523,985,3,11074,1.3
5524,706,3,13075,4.7
5525,843,2,14015,2.7
5526,4,1,14010,2.9
5527,180,0,13217,4.2
5528,220,3,18055,1.9
5529,528,0,17092,3.1
5530,699,1,10019,4.5
5531,903,2,13352,3.7
5532,937,0,19054,4.9
5533,716,2,13021,2.4
5534,736,3,13045,2.0
5535,248,3,13146,2.0
5536,921,0,18005,3.6
5537,409,0,13345,2.4
5538,45,0,11022,4.9
5539,6,1,13199,3.0
5540,871,3,18063,4.4
5541,924,1,11106,4.1
5542,834,1,11012,4.3
5543,683,0,18072,1.3
5544,915,1,17070,4.9
5545,743,2,13322,1.2
5546,717,0,13133,2.7
5547,934,2,11090,3.7
5548,796,2,13011,1.2
5549,601,2,17017,1.2
5550,429,0,17139,1.5
5551,527,1,18063,3.3
5552,329,2,10028,1.5
5553,189,1,13033,3.1
5554,317,3,17056,3.4
5555,885,2,13214,2.5
5556,979,2,18065,4.4
5557,84,3,13310,2.5
5558,535,1,13360,1.2
5559,669,3,17092,1.4
5560,879,1,18061,4.7
5561,95,0,11129,1.5
5562,510,1,10037,4.0
5563,57,1,18028,2.6
5564,456,1,18002,2.0
5565,46,3,19019,2.9
5566,999,0,17097,3.7
5567,480,1,11121,3.5
5568,69,3,13075,3.4
5569,423,3,15003,1.3
5570,648,0,13203,4.2
5571,283,0,13374,3.8
5572,408,3,13042,1.4
5573,384,1,13063,3.0
5574,437,0,13045,2.2
5575,735,0,18044,4.1
5576,697,1,17117,1.7
5577,313,1,14009,3.3
5578,344,0,18062,1.7
5579,860,3,11120,1.4
5580,146,1,11077,3.4
5581,247,0,11064,3.6
5582,812,1,17044,1.7
5583,216,1,17091,1.3
5584,798,3,17024,1.9
5585,48,2,13383,4.8
5586,618,2,17049,4.8
5587,445,1,13224,4.8
5588,130,3,17012,2.9
5589,86,3,17080,2.6
5590,911,0,11068,1.6
5591,397,1,11091,2.2
5592,230,0,11081,2.6
5593,597,0,13023,3.3
5594,77,0,17128,4.9
5595,859,2,11116,2.0
5596,2,1,19048,1.2
5597,889,3,13137,3.0
5598,984,2,18036,4.6
5599,381,3,13309,2.4
5600,171,2,11169,2.9
5601,130,0,13192,2.5
5602,511,2,17082,2.4
5603,8,0,11111,3.8
5604,774,0,13050,1.2
5605,801,2,11017,1.0
5606,541,2,10009,1.3
5607,446,1,17068,3.1
5608,833,3,15035,4.0
5609,125,0,15013,3.5
5610,760,0,11108,4.0
5611,994,2,13135,2.3
5612,154,2,11104,3.8
5613,195,1,11122,2.9
5614,558,1,15022,1.4
5615,630,2,10051,3.7
5616,857,2,15050,1.1
5617,383,2,17111,3.6
5618,824,1,13378,1.4
5619,977,2,11114,1.8
5620,617,2,18066,1.1
5621,77,0,13035,2.3
5622,933,1,13298,2.0
5623,279,1,19002,1.3
5624,153,0,13188,3.7
5625,950,3,11179,1.9
5626,836,3,13141,3.1
5627,593,3,17100,3.3
5628,279,1,10014,1.7
5629,687,3,15032,3.0
5630,259,3,17068,4.1
5631,586,2,11171,4.1
5632,835,1,15017,4.4
5633,195,0,17085,3.4
5634,621,3,13020,4.8
5635,487,3,13012,3.0
5636,297,1,11135,4.0
5637,252,0,11006,4.8
5638,806,2,15024,4.7
5639,144,3,19046,4.6
5640,255,1,13145,3.8
5641,794,0,13315,5.0
5642,675,1,13026,2.0
5643,637,0,11177,3.6
5644,973,2,13315,2.3
5645,870,0,11041,2.4
5646,29,3,19056,1.7
5647,870,1,15052,3.8
5648,12,2,17067,2.6
5649,986,0,17129,4.4
5650,761,1,17081,4.0
5651,530,1,11164,2.7
5652,473,0,11165,2.9
5653,961,2,17082,3.4
5654,169,0,13139,4.2
5655,960,2,13052,2.2
5656,916,3,13315,4.5
5657,877,1,13097,2.2
5658,255,3,17050,4.1
5659,427,0,14015,2.3
5660,875,1,13276,3.8
5661,925,2,11055,4.3
5662,439,2,15044,4.3
5663,956,1,13350,3.8
5664,302,3,11143,2.2
5665,546,0,17101,4.2
5666,459,1,11069,4.8
5667,492,2,19056,3.8
5668,822,1,11099,2.2
5669,234,2,10034,5.0
5670,260,2,14011,3.9
5671,958,1,18023,2.5
5672,48,0,15042,4.6
5673,717,2,19053,1.1
5674,672,1,13074,2.1
5675,66,2,18075,3.2
5676,431,2,11157,1.9
5677,202,1,10032,1.5
5678,305,3,19046,3.6
5679,125,3,13212,1.3
5680,641,2,17028,5.0
5681,220,0,18065,1.3
5682,344,2,11107,3.7
5683,605,2,19041,4.5
5684,604,3,13147,1.5
5685,971,3,19013,2.8
5686,674,1,11093,3.4
5687,24,3,11143,4.7
5688,504,0,15014,3.7
5689,160,3,18067,3.3
5690,69,1,19036,2.2
5691,317,0,13374,2.2
5692,588,1,15018,1.8
5693,174,3,18076,3.6
5694,272,3,17009,1.6
5695,728,2,11008,3.8
5696,843,0,13350,3.4
5697,673,0,10001,2.0
5698,314,3,13204,3.3
5699,509,3,11175,2.9
5700,949,3,11041,3.0
5701,698,3,11078,1.2
5702,752,3,11078,3.2
5703,882,1,17082,1.4
5704,352,1,11006,2.6
5705,139,1,11166,2.5
5706,598,0,11006,3.9
5707,54,0,15020,3.4
5708,450,1,13063,1.3
5709,784,2,11076,3.9
5710,373,3,11020,1.2
5711,69,1,13193,3.6
5712,714,0,18048,2.3
5713,701,0,13070,3.6
5714,809,3,11035,3.3
5715,806,3,15035,1.3
5716,103,2,17031,1.6
5717,253,1,13234,5.0
5718,152,2,19050,2.9
5719,597,0,14009,2.1
5720,904,0,13054,2.6
5721,669,1,19050,2.0
5722,690,0,11053,1.1
5723,738,2,11128,1.4
5724,872,2,17133,4.5
5725,335,1,11032,4.3
5726,534,3,13009,1.0
5727,5,1,17052,1.7
5728,214,2,18058,3.9
5729,258,2,13382,4.9
5730,375,3,10037,4.0
5731,246,0,11093,3.7
5732,649,2,19053,4.0
5733,214,0,11045,4.2
5734,964,0,17084,2.4
5735,455,2,13216,1.4
5736,81,2,17008,3.2
5737,304,2,17045,2.5
5738,190,3,17081,3.3
5739,311,0,15029,4.1
5740,805,1,10036,2.8
5741,838,1,17018,3.4
5742,587,1,18003,4.4
5743,71,3,13360,4.0
5744,660,1,11169,3.3
5745,895,0,10043,1.2
5746,73,1,19019,4.5
5747,540,2,11071,4.1
5748,422,0,10013,1.1
5749,360,2,17068,4.7
5750,246,3,13165,2.0
5751,583,3,17019,3.0
5752,179,2,15022,5.0
5753,559,3,10012,4.7
5754,308,3,13004,4.3
5755,435,2,18051,2.8
5756,769,3,17001,2.8
5757,139,0,13031,4.4
5758,572,0,17098,3.6
5759,496,3,15056,1.2
5760,79,3,18072,4.6
5761,330,2,11046,4.0
5762,457,2,15047,2.0
5763,80,0,11019,4.7
5764,543,0,13214,2.8
5765,684,3,11081,4.3
5766,255,1,13274,1.5
5767,319,2,13152,4.0
5768,432,0,13093,2.6
5769,229,3,18057,3.4
5770,977,3,11056,2.1
5771,530,1,18013,1.4
5772,511,2,13296,1.3
5773,923,3,17019,4.2
5774,337,0,18056,1.4
5775,206,1,11056,4.1
5776,134,3,17069,2.1
5777,238,1,10004,2.8
5778,223,2,13272,1.1
5779,618,1,18057,3.7
5780,596,1,15027,3.6
5781,926,3,13211,4.5
5782,460,2,13127,1.4
5783,463,2,13379,4.8
5784,783,3,17043,1.4
5785,67,3,11164,3.2
5786,210,0,13274,2.8
5787,479,0,13066,3.8
5788,149,1,13220,4.6
5789,446,3,19007,4.6
5790,632,2,15018,1.7
5791,892,2,15045,2.5
5792,681,2,11139,2.6
5793,393,3,14013,4.9
5794,572,1,11107,2.7
5795,189,2,19004,2.5
5796,970,1,17025,1.6
5797,46,2,13356,4.4
5798,929,0,11176,3.1
5799,290,1,13010,1.4
5800,107,3,18013,4.1
5801,781,1,11156,4.1
5802,166,1,11044,2.7
5803,633,2,11099,3.3
5804,814,2,11046,1.9
5805,478,1,10005,4.2
5806,637,3,11152,3.0
5807,127,2,17112,3.6
5808,542,1,17109,2.5
5809,335,2,13053,1.5
5810,885,0,13073,4.2
5811,732,1,13314,1.4
5812,177,0,18054,1.3
5813,18,2,13022,1.2
5814,1,1,19028,1.3
5815,595,1,13027,1.0
5816,296,0,18064,1.2
5817,629,1,13216,1.7
5818,597,2,17124,3.9
5819,837,2,17135,3.0
5820,483,0,13345,2.2
5821,209,1,13052,3.8
5822,933,0,18037,2.3
5823,600,3,19026,3.8
5824,153,3,13204,3.5
5825,381,2,13036,3.4
5826,991,0,11151,1.6
5827,958,1,19018,3.5
5828,728,1,11111,3.1
5829,632,0,11105,3.3
5830,934,1,13311,2.9
5831,375,3,18073,4.6
5832,623,2,13135,4.8
5833,306,0,13049,2.2
5834,441,2,10007,4.7
5835,887,1,17041,3.2
5836,145,2,10018,1.7
